itemId,userId,user_cat,rating,rating_group,item_cat,noise
5,120,Benevolent,4.0,Su,Strongly-preferred,0
5,150,Benevolent,3.0,Su,Strongly-preferred,0
5,181,Benevolent,3.0,Su,Strongly-preferred,0
5,229,Benevolent,3.0,Su,Strongly-preferred,0
5,269,Benevolent,3.0,Su,Strongly-preferred,0
5,389,Benevolent,4.0,Su,Strongly-preferred,0
5,448,Benevolent,3.0,Su,Strongly-preferred,0
5,451,Benevolent,3.0,Su,Strongly-preferred,0
5,456,Benevolent,3.0,Su,Strongly-preferred,0
5,489,Benevolent,2.0,Wu,Strongly-preferred,1
6,6,Benevolent,4.0,Su,Strongly-preferred,0
6,32,Benevolent,3.0,Su,Strongly-preferred,0
6,44,Benevolent,3.0,Su,Strongly-preferred,0
6,45,Benevolent,4.0,Su,Strongly-preferred,0
6,64,Benevolent,4.5,Su,Strongly-preferred,0
6,82,Benevolent,3.5,Su,Strongly-preferred,0
6,112,Benevolent,4.5,Su,Strongly-preferred,0
6,117,Benevolent,3.0,Su,Strongly-preferred,0
6,150,Benevolent,4.0,Su,Strongly-preferred,0
6,160,Benevolent,2.0,Wu,Strongly-preferred,1
6,166,Benevolent,3.5,Su,Strongly-preferred,0
6,239,Benevolent,5.0,Su,Strongly-preferred,0
6,274,Benevolent,4.0,Su,Strongly-preferred,0
6,297,Benevolent,5.0,Su,Strongly-preferred,0
6,339,Benevolent,4.0,Su,Strongly-preferred,0
6,362,Benevolent,4.0,Su,Strongly-preferred,0
6,414,Benevolent,3.0,Su,Strongly-preferred,0
6,501,Benevolent,3.0,Su,Strongly-preferred,0
6,524,Benevolent,4.0,Su,Strongly-preferred,0
6,559,Benevolent,5.0,Su,Strongly-preferred,0
6,588,Benevolent,5.0,Su,Strongly-preferred,0
6,592,Benevolent,3.0,Su,Strongly-preferred,0
6,610,Benevolent,5.0,Su,Strongly-preferred,0
7,14,Benevolent,3.0,Su,Strongly-preferred,0
7,19,Critical,2.0,Wu,Strongly-preferred,0
7,31,Benevolent,4.0,Su,Strongly-preferred,0
7,43,Benevolent,5.0,Su,Strongly-preferred,0
7,68,Benevolent,2.0,Wu,Strongly-preferred,1
7,117,Benevolent,4.0,Su,Strongly-preferred,0
7,206,Benevolent,4.0,Su,Strongly-preferred,0
7,286,Benevolent,3.5,Su,Strongly-preferred,0
7,314,Benevolent,4.0,Su,Strongly-preferred,0
7,350,Benevolent,3.0,Su,Strongly-preferred,0
7,414,Benevolent,3.0,Su,Strongly-preferred,0
8,436,Benevolent,3.0,Su,Strongly-preferred,0
9,179,Benevolent,3.0,Su,Strongly-preferred,0
9,270,Benevolent,3.0,Su,Strongly-preferred,0
9,337,Benevolent,5.0,Su,Strongly-preferred,0
9,428,Variable,2.0,Wu,Strongly-preferred,0
10,11,Benevolent,3.0,Su,Strongly-preferred,0
10,21,Benevolent,5.0,Su,Strongly-preferred,0
10,46,Benevolent,3.0,Su,Strongly-preferred,0
10,57,Benevolent,3.0,Su,Strongly-preferred,0
10,63,Benevolent,3.0,Su,Strongly-preferred,0
10,68,Benevolent,4.5,Su,Strongly-preferred,0
10,94,Benevolent,3.0,Su,Strongly-preferred,0
10,176,Benevolent,5.0,Su,Strongly-preferred,0
10,192,Benevolent,5.0,Su,Strongly-preferred,0
10,219,Benevolent,4.5,Su,Strongly-preferred,0
10,235,Benevolent,2.0,Wu,Strongly-preferred,1
10,244,Benevolent,5.0,Su,Strongly-preferred,0
10,301,Benevolent,4.0,Su,Strongly-preferred,0
10,307,Variable,2.5,Au,Strongly-preferred,0
10,314,Benevolent,3.0,Su,Strongly-preferred,0
10,354,Benevolent,3.5,Su,Strongly-preferred,0
10,376,Benevolent,4.5,Su,Strongly-preferred,0
10,408,Benevolent,4.5,Su,Strongly-preferred,0
10,441,Benevolent,4.5,Su,Strongly-preferred,0
10,452,Benevolent,4.0,Su,Strongly-preferred,0
10,470,Benevolent,3.0,Su,Strongly-preferred,0
10,485,Benevolent,4.0,Su,Strongly-preferred,0
10,531,Benevolent,4.0,Su,Strongly-preferred,0
10,566,Benevolent,3.0,Su,Strongly-preferred,0
10,573,Benevolent,4.5,Su,Strongly-preferred,0
10,590,Benevolent,3.5,Su,Strongly-preferred,0
10,592,Benevolent,3.0,Su,Strongly-preferred,0
11,43,Benevolent,4.0,Su,Strongly-preferred,0
11,45,Benevolent,3.0,Su,Strongly-preferred,0
11,84,Benevolent,4.0,Su,Strongly-preferred,0
11,113,Benevolent,3.0,Su,Strongly-preferred,0
11,156,Benevolent,3.0,Su,Strongly-preferred,0
11,177,Benevolent,3.0,Su,Strongly-preferred,0
11,202,Benevolent,4.0,Su,Strongly-preferred,0
11,290,Benevolent,4.0,Su,Strongly-preferred,0
11,304,Benevolent,5.0,Su,Strongly-preferred,0
11,357,Benevolent,3.5,Su,Strongly-preferred,0
11,373,Critical,2.0,Wu,Strongly-preferred,0
11,500,Benevolent,1.0,Wu,Strongly-preferred,1
11,541,Benevolent,4.0,Su,Strongly-preferred,0
11,590,Benevolent,3.0,Su,Strongly-preferred,0
11,594,Benevolent,5.0,Su,Strongly-preferred,0
11,602,Benevolent,3.0,Su,Strongly-preferred,0
11,606,Benevolent,2.5,Au,Strongly-preferred,1
12,19,Critical,1.0,Wu,Weakly-preferred,0
12,44,Benevolent,1.0,Wu,Weakly-preferred,0
12,288,Benevolent,2.0,Wu,Weakly-preferred,0
12,571,Critical,1.0,Wu,Weakly-preferred,0
13,19,Critical,3.0,Su,Strongly-preferred,0
14,109,Benevolent,4.0,Su,Strongly-preferred,0
14,206,Benevolent,4.0,Su,Strongly-preferred,0
14,302,Benevolent,4.0,Su,Strongly-preferred,0
14,521,Benevolent,4.0,Su,Strongly-preferred,0
14,544,Benevolent,3.0,Su,Strongly-preferred,0
15,284,Benevolent,4.0,Su,Strongly-preferred,0
15,541,Benevolent,3.0,Su,Strongly-preferred,0
15,606,Benevolent,3.5,Su,Strongly-preferred,0
16,28,Benevolent,2.5,Au,Strongly-preferred,1
16,42,Benevolent,5.0,Su,Strongly-preferred,0
16,100,Benevolent,4.5,Su,Strongly-preferred,0
16,195,Benevolent,4.0,Su,Strongly-preferred,0
16,287,Benevolent,2.0,Wu,Strongly-preferred,1
16,289,Benevolent,4.5,Su,Strongly-preferred,0
16,339,Benevolent,4.5,Su,Strongly-preferred,0
16,357,Benevolent,3.5,Su,Strongly-preferred,0
16,368,Benevolent,4.0,Su,Strongly-preferred,0
16,386,Benevolent,4.0,Su,Strongly-preferred,0
16,446,Benevolent,3.0,Su,Strongly-preferred,0
16,464,Benevolent,4.5,Su,Strongly-preferred,0
16,510,Benevolent,1.0,Wu,Strongly-preferred,1
17,6,Benevolent,4.0,Su,Strongly-preferred,0
17,33,Benevolent,4.0,Su,Strongly-preferred,0
17,54,Benevolent,3.0,Su,Strongly-preferred,0
17,84,Benevolent,5.0,Su,Strongly-preferred,0
17,90,Benevolent,5.0,Su,Strongly-preferred,0
17,94,Benevolent,1.0,Wu,Strongly-preferred,1
17,214,Critical,3.0,Su,Strongly-preferred,0
17,266,Benevolent,1.0,Wu,Strongly-preferred,1
17,302,Benevolent,5.0,Su,Strongly-preferred,0
17,314,Benevolent,4.0,Su,Strongly-preferred,0
17,357,Benevolent,5.0,Su,Strongly-preferred,0
17,572,Benevolent,5.0,Su,Strongly-preferred,0
18,66,Benevolent,4.0,Su,Strongly-preferred,0
18,606,Benevolent,4.0,Su,Strongly-preferred,0
19,6,Benevolent,2.0,Wu,Weakly-preferred,0
19,21,Benevolent,2.5,Au,Weakly-preferred,0
19,42,Benevolent,2.0,Wu,Weakly-preferred,0
19,56,Benevolent,5.0,Su,Weakly-preferred,0
19,58,Benevolent,1.0,Wu,Weakly-preferred,0
19,91,Benevolent,2.0,Wu,Weakly-preferred,0
19,103,Benevolent,3.5,Su,Weakly-preferred,0
19,122,Benevolent,3.5,Su,Weakly-preferred,0
19,380,Benevolent,5.0,Su,Weakly-preferred,0
19,428,Variable,1.0,Wu,Weakly-preferred,0
19,480,Benevolent,1.5,Wu,Weakly-preferred,0
19,541,Benevolent,2.0,Wu,Weakly-preferred,0
19,590,Benevolent,2.0,Wu,Weakly-preferred,0
19,600,Benevolent,3.0,Su,Weakly-preferred,0
20,249,Benevolent,3.5,Su,Strongly-preferred,0
21,4,Benevolent,3.0,Su,Strongly-preferred,0
21,28,Benevolent,3.0,Su,Strongly-preferred,0
21,40,Benevolent,4.0,Su,Strongly-preferred,0
21,45,Benevolent,4.0,Su,Strongly-preferred,0
21,66,Benevolent,4.0,Su,Strongly-preferred,0
21,181,Benevolent,2.0,Wu,Strongly-preferred,1
21,182,Benevolent,2.5,Au,Strongly-preferred,1
21,219,Benevolent,3.5,Su,Strongly-preferred,0
21,229,Benevolent,4.0,Su,Strongly-preferred,0
21,284,Benevolent,3.0,Su,Strongly-preferred,0
21,288,Benevolent,4.0,Su,Strongly-preferred,0
21,301,Benevolent,4.0,Su,Strongly-preferred,0
21,302,Benevolent,4.0,Su,Strongly-preferred,0
21,304,Benevolent,4.0,Su,Strongly-preferred,0
21,307,Variable,2.5,Au,Strongly-preferred,0
21,308,Critical,1.0,Wu,Strongly-preferred,0
21,372,Benevolent,3.0,Su,Strongly-preferred,0
21,373,Critical,1.0,Wu,Strongly-preferred,0
21,414,Benevolent,4.0,Su,Strongly-preferred,0
21,489,Benevolent,2.5,Au,Strongly-preferred,1
21,501,Benevolent,3.0,Su,Strongly-preferred,0
21,565,Benevolent,3.0,Su,Strongly-preferred,0
21,572,Benevolent,5.0,Su,Strongly-preferred,0
21,592,Benevolent,3.0,Su,Strongly-preferred,0
21,603,Benevolent,5.0,Su,Strongly-preferred,0
22,6,Benevolent,5.0,Su,Strongly-preferred,0
22,121,Benevolent,3.0,Su,Strongly-preferred,0
22,325,Benevolent,3.0,Su,Strongly-preferred,0
22,504,Benevolent,3.5,Su,Strongly-preferred,0
22,514,Benevolent,3.0,Su,Strongly-preferred,0
22,602,Benevolent,3.0,Su,Strongly-preferred,0
23,28,Benevolent,1.5,Wu,Strongly-preferred,1
23,43,Benevolent,5.0,Su,Strongly-preferred,0
23,99,Benevolent,4.0,Su,Strongly-preferred,0
23,136,Benevolent,5.0,Su,Strongly-preferred,0
23,182,Benevolent,3.5,Su,Strongly-preferred,0
23,314,Benevolent,3.0,Su,Strongly-preferred,0
23,599,Variable,1.0,Wu,Strongly-preferred,0
24,71,Benevolent,2.0,Wu,Weakly-preferred,0
24,198,Benevolent,4.0,Su,Weakly-preferred,0
24,263,Benevolent,3.0,Su,Weakly-preferred,0
24,266,Benevolent,1.0,Wu,Weakly-preferred,0
24,307,Variable,2.0,Wu,Weakly-preferred,0
24,477,Benevolent,4.0,Su,Weakly-preferred,0
25,14,Benevolent,4.0,Su,Strongly-preferred,0
25,64,Benevolent,3.5,Su,Strongly-preferred,0
25,112,Benevolent,2.5,Au,Strongly-preferred,1
25,144,Benevolent,3.0,Su,Strongly-preferred,0
25,214,Critical,2.0,Wu,Strongly-preferred,0
25,269,Benevolent,5.0,Su,Strongly-preferred,0
25,275,Benevolent,3.0,Su,Strongly-preferred,0
25,305,Benevolent,3.0,Su,Strongly-preferred,0
25,389,Benevolent,4.0,Su,Strongly-preferred,0
25,414,Benevolent,3.0,Su,Strongly-preferred,0
25,451,Benevolent,5.0,Su,Strongly-preferred,0
25,566,Benevolent,2.0,Wu,Strongly-preferred,1
26,6,Benevolent,4.0,Su,Strongly-preferred,0
26,117,Benevolent,4.0,Su,Strongly-preferred,0
26,474,Benevolent,3.5,Su,Strongly-preferred,0
27,280,Benevolent,4.5,Su,Averagely-preferred,0
27,307,Variable,2.5,Au,Averagely-preferred,0
29,43,Benevolent,5.0,Su,Strongly-preferred,0
29,91,Benevolent,4.0,Su,Strongly-preferred,0
29,132,Benevolent,2.0,Wu,Strongly-preferred,1
29,202,Benevolent,4.0,Su,Strongly-preferred,0
29,221,Benevolent,4.5,Su,Strongly-preferred,0
29,260,Benevolent,4.0,Su,Strongly-preferred,0
29,267,Benevolent,4.0,Su,Strongly-preferred,0
29,287,Benevolent,4.5,Su,Strongly-preferred,0
29,313,Benevolent,4.0,Su,Strongly-preferred,0
29,387,Benevolent,3.5,Su,Strongly-preferred,0
30,325,Benevolent,4.0,Su,Weakly-preferred,0
30,527,Benevolent,1.0,Wu,Weakly-preferred,0
31,58,Benevolent,4.0,Su,Strongly-preferred,0
31,68,Benevolent,3.5,Su,Strongly-preferred,0
31,84,Benevolent,3.0,Su,Strongly-preferred,0
31,117,Benevolent,3.0,Su,Strongly-preferred,0
31,131,Benevolent,3.0,Su,Strongly-preferred,0
31,307,Variable,1.5,Wu,Strongly-preferred,0
31,314,Benevolent,3.0,Su,Strongly-preferred,0
31,426,Benevolent,5.0,Su,Strongly-preferred,0
31,474,Benevolent,3.0,Su,Strongly-preferred,0
31,479,Benevolent,3.0,Su,Strongly-preferred,0
32,6,Benevolent,4.0,Su,Strongly-preferred,0
32,14,Benevolent,4.0,Su,Strongly-preferred,0
32,28,Benevolent,3.5,Su,Strongly-preferred,0
32,33,Benevolent,3.0,Su,Strongly-preferred,0
32,45,Benevolent,4.5,Su,Strongly-preferred,0
32,58,Benevolent,5.0,Su,Strongly-preferred,0
32,66,Benevolent,5.0,Su,Strongly-preferred,0
32,109,Benevolent,4.0,Su,Strongly-preferred,0
32,132,Benevolent,3.0,Su,Strongly-preferred,0
32,133,Benevolent,4.0,Su,Strongly-preferred,0
32,144,Benevolent,4.0,Su,Strongly-preferred,0
32,166,Benevolent,4.0,Su,Strongly-preferred,0
32,171,Benevolent,5.0,Su,Strongly-preferred,0
32,174,Benevolent,3.0,Su,Strongly-preferred,0
32,201,Benevolent,4.0,Su,Strongly-preferred,0
32,220,Benevolent,4.5,Su,Strongly-preferred,0
32,227,Benevolent,4.5,Su,Strongly-preferred,0
32,254,Benevolent,4.5,Su,Strongly-preferred,0
32,271,Benevolent,4.0,Su,Strongly-preferred,0
32,277,Benevolent,5.0,Su,Strongly-preferred,0
32,288,Benevolent,5.0,Su,Strongly-preferred,0
32,292,Benevolent,2.0,Wu,Strongly-preferred,1
32,325,Benevolent,4.0,Su,Strongly-preferred,0
32,381,Benevolent,3.5,Su,Strongly-preferred,0
32,386,Benevolent,3.0,Su,Strongly-preferred,0
32,389,Benevolent,4.0,Su,Strongly-preferred,0
32,398,Benevolent,5.0,Su,Strongly-preferred,0
32,425,Benevolent,4.0,Su,Strongly-preferred,0
32,438,Benevolent,4.0,Su,Strongly-preferred,0
32,469,Benevolent,5.0,Su,Strongly-preferred,0
32,474,Benevolent,4.0,Su,Strongly-preferred,0
32,477,Benevolent,4.5,Su,Strongly-preferred,0
32,486,Benevolent,5.0,Su,Strongly-preferred,0
32,520,Benevolent,3.5,Su,Strongly-preferred,0
32,529,Benevolent,5.0,Su,Strongly-preferred,0
32,560,Benevolent,3.5,Su,Strongly-preferred,0
32,566,Benevolent,4.0,Su,Strongly-preferred,0
32,587,Benevolent,5.0,Su,Strongly-preferred,0
32,590,Benevolent,3.0,Su,Strongly-preferred,0
34,6,Benevolent,4.0,Su,Strongly-preferred,0
34,20,Benevolent,4.0,Su,Strongly-preferred,0
34,43,Benevolent,5.0,Su,Strongly-preferred,0
34,82,Benevolent,2.0,Wu,Strongly-preferred,1
34,93,Benevolent,5.0,Su,Strongly-preferred,0
34,94,Benevolent,4.0,Su,Strongly-preferred,0
34,96,Benevolent,5.0,Su,Strongly-preferred,0
34,103,Benevolent,4.0,Su,Strongly-preferred,0
34,140,Benevolent,4.0,Su,Strongly-preferred,0
34,169,Benevolent,4.0,Su,Strongly-preferred,0
34,185,Benevolent,2.0,Wu,Strongly-preferred,1
34,220,Benevolent,4.5,Su,Strongly-preferred,0
34,223,Benevolent,1.0,Wu,Strongly-preferred,1
34,229,Benevolent,5.0,Su,Strongly-preferred,0
34,263,Benevolent,4.0,Su,Strongly-preferred,0
34,323,Benevolent,2.5,Au,Strongly-preferred,1
34,372,Benevolent,4.0,Su,Strongly-preferred,0
34,373,Critical,4.0,Su,Strongly-preferred,0
34,381,Benevolent,3.5,Su,Strongly-preferred,0
34,394,Critical,3.0,Su,Strongly-preferred,0
34,404,Benevolent,4.0,Su,Strongly-preferred,0
34,412,Benevolent,5.0,Su,Strongly-preferred,0
34,436,Benevolent,5.0,Su,Strongly-preferred,0
34,455,Benevolent,4.0,Su,Strongly-preferred,0
34,480,Benevolent,4.0,Su,Strongly-preferred,0
34,507,Benevolent,5.0,Su,Strongly-preferred,0
34,527,Benevolent,5.0,Su,Strongly-preferred,0
34,561,Benevolent,2.5,Au,Strongly-preferred,1
34,579,Benevolent,3.0,Su,Strongly-preferred,0
34,580,Benevolent,2.5,Au,Strongly-preferred,1
34,584,Benevolent,3.0,Su,Strongly-preferred,0
36,5,Benevolent,4.0,Su,Strongly-preferred,0
36,33,Benevolent,5.0,Su,Strongly-preferred,0
36,70,Benevolent,5.0,Su,Strongly-preferred,0
36,103,Benevolent,4.0,Su,Strongly-preferred,0
36,109,Benevolent,5.0,Su,Strongly-preferred,0
36,112,Benevolent,0.5,Wu,Strongly-preferred,1
36,162,Benevolent,5.0,Su,Strongly-preferred,0
36,198,Benevolent,5.0,Su,Strongly-preferred,0
36,308,Critical,1.0,Wu,Strongly-preferred,0
36,372,Benevolent,3.0,Su,Strongly-preferred,0
36,404,Benevolent,3.0,Su,Strongly-preferred,0
36,474,Benevolent,5.0,Su,Strongly-preferred,0
36,590,Benevolent,3.5,Su,Strongly-preferred,0
36,602,Benevolent,3.0,Su,Strongly-preferred,0
38,217,Benevolent,2.0,Wu,Weakly-preferred,0
39,8,Benevolent,3.0,Su,Strongly-preferred,0
39,32,Benevolent,3.0,Su,Strongly-preferred,0
39,109,Benevolent,3.0,Su,Strongly-preferred,0
39,113,Benevolent,3.0,Su,Strongly-preferred,0
39,174,Benevolent,4.0,Su,Strongly-preferred,0
39,176,Benevolent,3.0,Su,Strongly-preferred,0
39,216,Benevolent,3.0,Su,Strongly-preferred,0
39,235,Benevolent,3.0,Su,Strongly-preferred,0
39,286,Benevolent,3.5,Su,Strongly-preferred,0
39,387,Benevolent,2.5,Au,Strongly-preferred,1
39,446,Benevolent,3.0,Su,Strongly-preferred,0
39,458,Benevolent,4.0,Su,Strongly-preferred,0
39,468,Benevolent,5.0,Su,Strongly-preferred,0
39,489,Benevolent,3.5,Su,Strongly-preferred,0
39,564,Benevolent,3.5,Su,Strongly-preferred,0
41,117,Benevolent,4.0,Su,Strongly-preferred,0
41,182,Benevolent,4.5,Su,Strongly-preferred,0
41,337,Benevolent,3.0,Su,Strongly-preferred,0
41,372,Benevolent,4.0,Su,Strongly-preferred,0
41,474,Benevolent,3.5,Su,Strongly-preferred,0
41,593,Benevolent,4.0,Su,Strongly-preferred,0
42,597,Benevolent,3.0,Su,Strongly-preferred,0
43,6,Benevolent,4.0,Su,Strongly-preferred,0
43,474,Benevolent,3.5,Su,Strongly-preferred,0
43,521,Benevolent,4.0,Su,Strongly-preferred,0
44,17,Benevolent,3.5,Su,Strongly-preferred,0
44,40,Benevolent,3.0,Su,Strongly-preferred,0
44,119,Benevolent,3.0,Su,Strongly-preferred,0
44,284,Benevolent,3.0,Su,Strongly-preferred,0
44,373,Critical,1.0,Wu,Strongly-preferred,0
44,486,Benevolent,4.0,Su,Strongly-preferred,0
44,592,Benevolent,3.0,Su,Strongly-preferred,0
44,599,Variable,2.5,Au,Strongly-preferred,0
45,109,Benevolent,3.0,Su,Strongly-preferred,0
45,181,Benevolent,3.0,Su,Strongly-preferred,0
45,501,Benevolent,3.0,Su,Strongly-preferred,0
45,536,Benevolent,5.0,Su,Strongly-preferred,0
45,603,Benevolent,4.0,Su,Strongly-preferred,0
46,84,Benevolent,3.0,Su,Weakly-preferred,0
46,113,Benevolent,3.0,Su,Weakly-preferred,0
46,201,Benevolent,1.0,Wu,Weakly-preferred,0
46,268,Benevolent,1.0,Wu,Weakly-preferred,0
46,414,Benevolent,2.0,Wu,Weakly-preferred,0
46,606,Benevolent,4.0,Su,Weakly-preferred,0
47,19,Critical,3.0,Su,Strongly-preferred,0
47,47,Benevolent,3.0,Su,Strongly-preferred,0
47,63,Benevolent,4.0,Su,Strongly-preferred,0
47,76,Benevolent,3.5,Su,Strongly-preferred,0
47,94,Benevolent,2.0,Wu,Strongly-preferred,1
47,102,Benevolent,5.0,Su,Strongly-preferred,0
47,109,Benevolent,3.0,Su,Strongly-preferred,0
47,117,Benevolent,4.0,Su,Strongly-preferred,0
47,121,Benevolent,3.0,Su,Strongly-preferred,0
47,132,Benevolent,4.0,Su,Strongly-preferred,0
47,134,Benevolent,4.0,Su,Strongly-preferred,0
47,144,Benevolent,4.5,Su,Strongly-preferred,0
47,156,Benevolent,3.5,Su,Strongly-preferred,0
47,160,Benevolent,5.0,Su,Strongly-preferred,0
47,171,Benevolent,5.0,Su,Strongly-preferred,0
47,177,Benevolent,4.5,Su,Strongly-preferred,0
47,179,Benevolent,4.0,Su,Strongly-preferred,0
47,187,Benevolent,4.0,Su,Strongly-preferred,0
47,192,Benevolent,3.0,Su,Strongly-preferred,0
47,204,Benevolent,5.0,Su,Strongly-preferred,0
47,219,Benevolent,3.5,Su,Strongly-preferred,0
47,223,Benevolent,3.0,Su,Strongly-preferred,0
47,260,Benevolent,4.5,Su,Strongly-preferred,0
47,297,Benevolent,4.0,Su,Strongly-preferred,0
47,307,Variable,4.0,Su,Strongly-preferred,0
47,317,Benevolent,5.0,Su,Strongly-preferred,0
47,328,Benevolent,4.5,Su,Strongly-preferred,0
47,347,Benevolent,3.0,Su,Strongly-preferred,0
47,351,Benevolent,4.5,Su,Strongly-preferred,0
47,353,Benevolent,5.0,Su,Strongly-preferred,0
47,380,Benevolent,5.0,Su,Strongly-preferred,0
47,386,Benevolent,3.0,Su,Strongly-preferred,0
47,402,Benevolent,3.0,Su,Strongly-preferred,0
47,453,Benevolent,5.0,Su,Strongly-preferred,0
47,464,Benevolent,5.0,Su,Strongly-preferred,0
47,469,Benevolent,4.0,Su,Strongly-preferred,0
47,489,Benevolent,3.0,Su,Strongly-preferred,0
47,498,Benevolent,3.0,Su,Strongly-preferred,0
47,507,Benevolent,3.0,Su,Strongly-preferred,0
47,517,Variable,2.0,Wu,Strongly-preferred,0
47,524,Benevolent,5.0,Su,Strongly-preferred,0
47,542,Benevolent,5.0,Su,Strongly-preferred,0
47,561,Benevolent,4.5,Su,Strongly-preferred,0
47,565,Benevolent,4.0,Su,Strongly-preferred,0
47,574,Benevolent,5.0,Su,Strongly-preferred,0
47,599,Variable,4.0,Su,Strongly-preferred,0
47,600,Benevolent,4.0,Su,Strongly-preferred,0
47,601,Benevolent,4.0,Su,Strongly-preferred,0
48,19,Critical,1.0,Wu,Strongly-preferred,0
48,40,Benevolent,2.0,Wu,Strongly-preferred,1
48,76,Benevolent,0.5,Wu,Strongly-preferred,1
48,170,Benevolent,4.0,Su,Strongly-preferred,0
48,274,Benevolent,2.0,Wu,Strongly-preferred,1
48,308,Critical,4.0,Su,Strongly-preferred,0
48,323,Benevolent,3.5,Su,Strongly-preferred,0
48,380,Benevolent,3.0,Su,Strongly-preferred,0
48,401,Benevolent,2.0,Wu,Strongly-preferred,1
48,484,Benevolent,4.5,Su,Strongly-preferred,0
48,559,Benevolent,3.0,Su,Strongly-preferred,0
48,560,Benevolent,2.5,Au,Strongly-preferred,1
