userId,movieId,rating,timestamp,genres_bin,isNoisy
62,2115,4.5,,00001001000000000111100100111111111,[0]
448,105211,3.5,,00000110000010000111100001111000011,[0]
137,1242,4.0,,00000010000000010100000001001000001,[0]
438,2642,3.0,,00011001000001000011100100111011101,[0]
352,51662,4.0,,00001001011000011110000100111110011,[0]
129,4878,2.5,,00010011001001100110101111001110011,[0]
152,858,5.0,,00000110000000000100100101001000001,[0]
328,1198,5.0,,00001000000000000011100100111011101,[0]
367,3751,5.0,,00001100000000000101101111111010011,[0]
599,97306,3.0,,00000100000000000001100101011000011,[0]
525,98243,3.0,,00001101011000001101101111111111111,[0]
111,78174,1.5,,00000110000010000111100001111000011,[0]
42,2735,4.0,,00001101001000000111100101111111111,[0]
606,2677,4.0,,00000010001000000110100111111111011,[0]
560,6863,3.0,,00000100001000000111100111010101011,[0]
19,422,3.0,,00000000000000100000101110001000000,[0]
68,2096,3.0,,00001100001000000111101111111111001,[0]
189,7153,4.0,,00001011000000000111100101111111111,[0]
599,93723,1.5,,00000100000010000111100001110000011,[0]
556,41566,3.5,,00001101000000000101101110101111111,[0]
387,778,4.5,,00000110000000000101100101011000011,[0]
3,2090,0.5,,00001110000000000101101111111011101,[0]
73,99106,1.5,,00000100000000000001100001010000010,[0]
448,122924,2.0,,00011001000001000111100100111111111,[0]
380,3156,4.0,,00010011000011000110100101111000001,[0]
566,552,4.0,,00001100000010000111100101111011111,[0]
381,4226,4.5,,00000000001000100000101110001110011,[0]
292,2376,4.0,,00001000000000100011101110111011101,[0]
43,596,5.0,,00001101001000000111101111111111011,[0]
46,185,4.0,,00001100000000100010101111111010001,[0]
564,119141,4.5,,00001100000000000011100101110010011,[0]
217,1963,1.0,,00000100000000000001100101011000011,[0]
140,3107,3.0,,00001010000000000110000101111010001,[0]
125,4738,4.0,,00010001000011000110100101110000001,[0]
560,122890,3.5,,00001001000000000111100100111111111,[0]
48,1527,4.0,,00011101000001000011100101111011111,[0]
338,183897,1.5,,00001100000000000101100101110010011,[0]
7,8665,3.5,,00001100000000100010101111111010001,[0]
6,26,4.0,,00000010000000000100000001001000000,[0]
599,66171,2.5,,00010001000001100010101110001000001,[0]
469,733,3.0,,00001000000000100011101110111011101,[0]
256,39183,2.0,,00000010000010000110100001111000001,[0]
312,3863,3.0,,00000010100000100100101111011000001,[0]
132,7034,3.0,,00000010000010000110100001111000001,[0]
480,8861,2.0,,00011001100001100010101110111010001,[0]
414,82202,3.0,,00000010000000100100101111001000001,[0]
226,2011,4.0,,00011101000001000011100101111011111,[0]
587,380,4.0,,00001100000010100111101111111011111,[0]
488,7139,2.5,,00000010000010000110100001111000001,[0]
535,2539,3.0,,00000100000000000001100001010000010,[0]
62,6058,3.5,,00000000100000100000101110011000001,[0]
448,80590,2.0,,00000010000000000100000001001000000,[0]
534,3483,4.5,,00001100000000000101101111111010001,[0]
221,4128,3.5,,00000100100000100001101111011000011,[0]
21,7569,4.5,,00011001000001100011101110111011101,[0]
43,231,3.0,,00001100000000000001100001111011111,[0]
502,3147,5.0,,00000110000000000100100101001000001,[0]
19,2723,5.0,,00001101000000000111100101110110011,[0]
45,784,4.0,,00000100000000100001101111011000011,[0]
368,3272,3.0,,00000110000000000100100101001000001,[0]
27,1148,5.0,,00001100000000000101101111111010011,[0]
125,70286,4.0,,00010001001001100010101110001110011,[0]
187,2700,4.5,,00001100001000000111100111110111011,[0]
551,112183,0.5,,00000110000000000101100001011000011,[0]
285,474,3.5,,00001000000000100010101110111010001,[0]
370,4014,3.0,,00000010000010000110100001111000001,[0]
474,1223,4.5,,00011101000001000111101111111011111,[0]
606,1093,4.0,,00000010000000000100000001001000000,[0]
379,349,4.0,,00001110000000100110101111111010001,[0]
212,96079,4.0,,00001000011000101011101110111011101,[0]
160,4979,4.5,,00000110000000000101100001011000011,[0]
121,597,3.0,,00000100000010000111100001110000011,[0]
274,3285,2.0,,00001010000000000101100001101011101,[0]
577,494,3.0,,00001000000000100011101110111011101,[0]
414,97304,4.0,,00000010000000100100101111001000001,[0]
608,110,4.0,,00001010000000010110000101111010001,[0]
477,2450,0.5,,00011101000001000011100101111011111,[0]
213,1240,4.0,,00011001000001100010101110111010001,[0]
590,8807,2.5,,00001100000000000001100001111011111,[0]
259,4886,4.0,,00001101000000000101101111111111111,[0]
222,59014,2.0,,00011101000001000011100101110010011,[0]
606,6874,4.5,,00001100000000100010101111111010001,[0]
140,1252,3.5,,00010101001100100000101111011110011,[0]
599,47,4.0,,00000000001000100000101110001110011,[0]
246,7361,5.0,,00010011000011000110100101111000001,[0]
307,60487,4.0,,00001100000000000101101111111010011,[0]
27,5060,2.0,,00000110000000010101100001011000011,[0]
248,1291,4.0,,00001000000000000011100100111011101,[0]
19,842,2.0,,00000100100000000001100001011000011,[0]
140,26865,1.0,,00001010000000000110000101111010001,[0]
303,1080,1.0,,00000100000000000001100001010000010,[0]
600,2174,4.5,,00000101000000000101100001110110011,[0]
560,134853,3.5,,00001111000000000101101111111111111,[0]
306,159858,4.0,,00000000100000000000000000011000000,[0]
4,3160,4.0,,00000010000000000100000001001000000,[0]
58,292,4.0,,00011011000001100110101111111010001,[0]
91,1220,5.0,,00001100001000000111100111110111011,[0]
288,1591,3.0,,00011001000001100011101110111011101,[0]
76,541,3.5,,00011001000001100010101110111010001,[0]
380,171763,4.0,,00001100000000100010101111111010001,[0]
68,3105,3.0,,00000010001000000100100001001110011,[0]
457,2858,3.0,,00000010000010000110100001111000001,[0]
287,8622,4.5,,00000010000000000110100001111011010,[0]
560,1210,4.0,,00011001000001000011100100111011101,[0]
140,4047,4.0,,00000010000000010100000001001000001,[0]
256,90405,3.5,,00010101000001100010101111001000001,[0]
103,912,5.0,,00000010000010000110100001111000001,[0]
307,48394,3.0,,00000011000000100100101111101110011,[0]
146,502,2.5,,00001100000010000111101111111010001,[0]
24,50,4.0,,00000100001000100000101111001110011,[0]
599,1220,3.5,,00001100001000000111100111110111011,[0]
477,1392,4.5,,00000110000000000101100001011000011,[0]
16,50,4.0,,00000100001000100000101111001110011,[0]
428,377,2.5,,00001000000010100110101111111010001,[0]
182,1769,3.5,,00001100000000100010101111111010001,[0]
68,2,2.5,,00001101000000000101101110101111111,[0]
307,39234,2.5,,00000010000000000100000001001000000,[0]
64,4011,4.5,,00000100000000100001101111011000011,[0]
305,4016,3.5,,00001101000000000101101111111111111,[0]
219,5064,3.5,,00001010000000100111101111111011101,[0]
230,2605,3.5,,00000100000000100000101111001000001,[0]
462,102445,2.0,,00011001011001001011100100111011101,[0]
125,95167,3.5,,00001100000000000111101111111011101,[0]
125,156371,4.0,,00000100000000000001100001010000010,[0]
445,527,3.0,,00000010000000010100000001001000001,[0]
317,7438,3.0,,00001010000000100110101111111010001,[0]
453,608,4.0,,00000110000000100101101111011000011,[0]
472,2431,4.0,,00000110000000000101100001011000011,[0]
131,2393,3.0,,00011011000011000110100101111010001,[0]
354,7147,4.5,,00000011000010000110100001111110011,[0]
594,494,5.0,,00001000000000100011101110111011101,[0]
75,435,1.0,,00010101000001000011100101010000011,[0]
381,2571,5.0,,00011001000001100010101110111010001,[0]
357,918,5.0,,00000000001000000110000110000101000,[0]
480,2628,2.0,,00011001000001000011100100111011101,[0]
474,586,2.0,,00000100000000000001101111111000011,[0]
274,72378,2.0,,00011011000001100110101111111010001,[0]
156,2947,2.0,,00001000000000100011101110111011101,[0]
474,2261,2.0,,00000100000000000001100001010000010,[0]
280,73266,3.0,,00000110000010000111100001111000011,[0]
239,2302,3.0,,00000100000000000001100001010000010,[0]
610,7324,3.0,,00001010000000000101100001101011101,[0]
57,1,5.0,,00001101000000000101101111111111111,[0]
452,3273,4.0,,00000100101000100001101111011110011,[0]
66,481,2.0,,00000010000000100100101111001000001,[0]
19,1848,2.0,,00001101000000000101101111111111111,[0]
288,541,4.0,,00011001000001100010101110111010001,[0]
517,2380,0.5,,00000100000000000001100101011000011,[0]
220,63113,3.5,,00001000000000100011101110111011101,[0]
479,5568,2.0,,00000100000000000001100001010000010,[0]
28,2023,3.5,,00000110001000100100101111001110011,[0]
305,142448,3.0,,00001010000000100101101111101011101,[0]
288,5378,3.5,,00011001011001001011100100111011101,[0]
116,1380,4.5,,00000100001010000111100111110101011,[0]
313,1449,5.0,,00000100000000000001100001010000010,[0]
522,2393,4.0,,00011011000011000110100101111010001,[0]
182,1197,3.5,,00001101000010000111100101111111111,[0]
597,1196,5.0,,00011001000001000011100100111011101,[0]
313,2553,4.0,,00010001100001100010101110011000001,[0]
405,390,4.0,,00001110000000000110100101111010001,[0]
560,1196,4.0,,00011001000001000011100100111011101,[0]
495,4734,3.5,,00001100000000000001100001111011111,[0]
129,32587,4.5,,00011101001100100010101111111110011,[0]
309,2028,4.5,,00001010000000010110000101111010001,[0]
169,2028,5.0,,00001010000000010110000101111010001,[0]
6,881,3.0,,00000100000000000001101111111000011,[0]
509,1732,3.5,,00000100000000000001100101011000011,[0]
73,111320,1.5,,00000100000000000001100001010000010,[0]
593,44191,4.0,,00011001011001101010101110111010001,[0]
610,60471,3.5,,00011001100001100011101110111011101,[0]
68,2335,3.0,,00000100000000000001100001010000010,[0]
479,3361,4.0,,00000110000010000111100001111000011,[0]
564,106918,3.5,,00001110000000000101100001111011111,[0]
580,3556,5.0,,00000010000010000110100001111000001,[0]
274,4874,1.0,,00010011001001000110100101101110011,[0]
30,122904,5.0,,00011101000001000011100101111011111,[0]
156,1077,4.0,,00010101000001000011100101010000011,[0]
489,2124,2.5,,00000101000000000101101111111110011,[0]
186,916,5.0,,00000110000010000111100001111000011,[0]
64,2804,5.0,,00000100000000000001101111111000011,[0]
182,4056,3.0,,00000110001000100100101111001110011,[0]
6,719,2.0,,00000100000000000001100001010000010,[0]
346,527,3.5,,00000010000000010100000001001000001,[0]
528,3101,2.5,,00000010000000100100101111001000001,[0]
551,112175,3.5,,00001000000000000111100101111011101,[0]
226,2,3.0,,00001101000000000101101110101111111,[0]
226,2100,3.0,,00000101000010000111100001110110011,[0]
579,1580,4.0,,00011101000001000011100101110010011,[0]
83,318,5.0,,00000110000000000100100101001000001,[0]
368,1196,3.0,,00011001000001000011100100111011101,[0]
227,32,4.5,,00010001001001100010101110001110011,[0]
182,1546,3.5,,00000100000000000001100001010000010,[0]
38,161,4.0,,00000010000000110100101111001000001,[0]
351,6214,4.0,,00000110001000100100101111001110011,[0]
111,4228,2.5,,00000100000010000111100101111000011,[0]
599,104841,3.0,,00011001011001001010000100110010001,[0]
105,1199,4.0,,00010001000001000110000100100110011,[0]
469,1747,3.0,,00000100000000000001100001010000010,[0]
213,51662,3.5,,00001001011000011110000100111110011,[0]
217,2722,3.0,,00011001100001100010101110111010001,[0]
503,6711,3.5,,00000110000010000111100001111000011,[0]
115,1645,4.0,,00000010001000100100101111001110011,[0]
608,3752,4.0,,00001100000000000001100001111011111,[0]
288,2009,3.0,,00010011001001100110101111001110011,[0]
226,2329,4.5,,00000110000000000100100101001000001,[0]
195,1573,3.0,,00001110000000100110101111111010001,[0]
275,1084,5.0,,00000110000000000100100101001000001,[0]
380,52950,2.0,,00001001100000100110101110111110011,[0]
371,4993,4.5,,00001001000000000101100000101111111,[0]
290,1674,4.0,,00000010000010100110101111111000001,[0]
246,7669,5.0,,00000010000010000110100001111000001,[0]
91,260,4.5,,00011001000001000011100100111011101,[0]
480,3168,3.5,,00001010000000000101100001101011101,[0]
12,838,5.0,,00000110000010000111100001111000011,[0]
606,2324,5.0,,00000110000010010111100001111000011,[0]
63,1080,5.0,,00000100000000000001100001010000010,[0]
582,74458,4.0,,00000010001000100100101111001110011,[0]
414,72605,4.0,,00000010000000110100101111001000001,[0]
325,3175,4.0,,00011101000001000011100101111011111,[0]
131,3178,3.0,,00000010000000000100000001001000000,[0]
344,110,4.5,,00001010000000010110000101111010001,[0]
195,4389,3.0,,00000010000000000100000001001000000,[0]
356,3477,5.0,,00000110000000000101100001011000011,[0]
357,4447,4.0,,00000100000010000111100001110000011,[0]
271,1994,3.5,,00000000100000100000101110011000001,[0]
607,480,4.0,,00011001000001100011101110111011101,[0]
448,97858,2.0,,00000110000000000101100001011000011,[0]
130,592,3.0,,00001100000000100010101111111010001,[0]
45,1769,3.0,,00001100000000100010101111111010001,[0]
64,3052,4.0,,00001101000000000101100001111111111,[0]
288,2121,2.0,,00000000100000100000101110011000001,[0]
159,4306,4.0,,00001101000010000111101111111111111,[0]
189,593,4.0,,00000100100000100000101111011000001,[0]
247,69122,4.0,,00000100000000000001100101011000011,[0]
474,1293,4.0,,00000010000000000100000001001000000,[0]
211,36529,3.5,,00001110000000110110101111111010001,[0]
290,1385,3.0,,00001010000000100110101111111010001,[0]
301,364,3.5,,00001110011000001111101111111111101,[0]
599,85881,3.5,,00000110000000000101100001011000011,[0]
610,27904,3.5,,00011011001001100110101111111110011,[0]
232,72489,4.0,,00001110000000100110101111111010001,[0]
288,31427,2.5,,00000000101000100000101110011110011,[0]
68,56587,3.0,,00000110000000000101100001011000011,[0]
594,2196,5.0,,00001000000000000010000100110010000,[0]
610,120635,1.0,,00001100000000100010101111111010001,[0]
497,410,2.0,,00000101000000000101101111111110011,[0]
432,7306,3.0,,00000100001000000001100101011110011,[0]
285,1333,4.0,,00000000100000100000101110011000001,[0]
123,91500,3.5,,00011011000001100111101111111011101,[0]
6,640,1.0,,00000010000000100100101111001000001,[0]
528,356,5.0,,00000110000010010111100001111000011,[0]
101,2716,4.0,,00011101000001000011100101110010011,[0]
219,54001,2.5,,00001011011000001101100001101111111,[0]
452,1610,4.0,,00001000000000100011101110111011101,[0]
43,79,5.0,,00000010000000100100101111001000001,[0]
240,653,5.0,,00001001000000000111100100111111111,[0]
534,33493,4.0,,00011001000001000011100100111011101,[0]
298,109895,0.5,,00000100000000000001100001010000010,[0]
552,541,5.0,,00011001000001100010101110111010001,[0]
165,441,3.0,,00000100000000000001100001010000010,[0]
610,106002,3.5,,00011001011001001011100100111011101,[0]
372,1221,5.0,,00000110000000000100100101001000001,[0]
19,377,4.0,,00001000000010100110101111111010001,[0]
525,4718,1.0,,00000100000000000001100001010000010,[0]
84,551,3.0,,00001101001000000111101111111111011,[0]
480,589,4.5,,00011001000001000010000100110010001,[0]
70,8949,5.0,,00000110000010000111100001111000011,[0]
225,3253,4.0,,00000100000000000001100001010000010,[0]
387,33164,2.0,,00000000100000100000101110011000001,[0]
484,104,4.0,,00000100000000000001100001010000010,[0]
298,6283,4.5,,00011001000001100110101111111010001,[0]
195,4019,4.0,,00000010000000000100000001001000000,[0]
414,73017,4.0,,00001100001000100010101111111110011,[0]
279,780,4.0,,00011001000001100011101110111011101,[0]
590,588,4.0,,00001100001000000111101111111111111,[0]
573,5093,2.0,,00001000000000100010101110111010001,[0]
68,4270,3.5,,00001100000000100011101111111011111,[0]
313,1344,4.0,,00000110000000100100101111001000001,[0]
464,8984,4.5,,00001100000000100011101111111010011,[0]
122,69784,4.5,,00000100000000000001100001010000010,[0]
65,109487,4.5,,00011001011001001010000100000000001,[0]
137,3471,3.0,,00011011000001000111100101101011101,[0]
249,95167,4.0,,00001100000000000111101111111011101,[0]
150,5,3.0,,00000100000000000001100001010000010,[0]
380,3421,5.0,,00000100000000000001100001010000010,[0]
576,327,2.5,,00011101000001000011100101110010011,[0]
125,288,5.0,,00001100000000100010101111111010001,[0]
68,122904,4.0,,00011101000001000011100101111011111,[0]
21,102993,2.0,,00000110000000000101100001011000011,[0]
361,2167,2.0,,00001000100000100010101110111010001,[0]
50,164280,3.5,,00000011000000000100000001101110011,[0]
119,54286,4.5,,00001100000000100010101111111010001,[0]
480,37741,4.5,,00000110000000000100100101001000001,[0]
334,54881,3.5,,00000010000000000110100001111011010,[0]
310,2518,4.0,,00000100000000000001100001010000010,[0]
117,26,4.0,,00000010000000000100000001001000000,[0]
98,53464,2.5,,00011001000001000011100100111011101,[0]
491,4018,4.0,,00000100000010000111100001110000011,[0]
50,318,3.5,,00000110000000000100100101001000001,[0]
517,2565,4.5,,00000010001010000110100111111101001,[0]
45,569,2.0,,00000110000000000101100001011000011,[0]
96,733,4.0,,00001000000000100011101110111011101,[0]
20,5171,2.0,,00011001000001000011100100111011101,[0]
357,2160,5.0,,00000010100000100100101111011000001,[0]
185,4016,4.0,,00001101000000000101101111111111111,[0]
372,249,4.0,,00000010000010000110100001111000001,[0]
347,47,3.0,,00000000001000100000101110001110011,[0]
120,5,4.0,,00000100000000000001100001010000010,[0]
599,474,2.5,,00001000000000100010101110111010001,[0]
195,4033,4.0,,00000010000000110100101111001000001,[0]
576,2826,4.5,,00001001000000000111100100111111111,[0]
294,2,3.0,,00001101000000000101101110101111111,[0]
103,1945,4.0,,00000110000000000100100101001000001,[0]
437,800,5.0,,00000010001000010100100001101110011,[0]
197,1209,5.0,,00001010000000010110100101111110001,[0]
199,3129,4.0,,00000110000000000101100001011000011,[0]
525,45517,3.0,,00001100000000000101101111111010011,[0]
365,103772,3.0,,00011001000001000111100100111111111,[0]
390,5618,4.5,,00001001000000000101100101111111111,[0]
17,2329,4.5,,00000110000000000100100101001000001,[0]
234,2568,3.0,,00001100000000000010100101111010001,[0]
65,116797,4.5,,00000010000000110100101111001000001,[0]
177,508,3.5,,00000010000000000100000001001000000,[0]
105,146028,4.0,,00000100001000000000100101001110011,[0]
58,454,3.0,,00000010000000100100101111001000001,[0]
346,306,4.5,,00000010000000000100000001001000000,[0]
112,339,1.5,,00000100000010000111100001110000011,[0]
140,3168,4.0,,00001010000000000101100001101011101,[0]
187,431,4.5,,00000110000000000100100101001000001,[0]
330,1965,3.5,,00010101000001000011100101010000011,[0]
567,1260,4.0,,00010101000100100000101111011000001,[0]
111,8961,1.0,,00001100000000000111101111111011111,[0]
368,2307,3.0,,00001100000000000010100101111010001,[0]
460,34405,5.0,,00011001000001000011100100111011101,[0]
606,37731,3.5,,00000110000000000100100101001000001,[0]
298,102123,1.5,,00001100000000000011100101110010011,[0]
178,6539,2.5,,00001101000000000111100101111111111,[0]
475,60074,4.5,,00001101000000000111100101111111111,[0]
469,1082,4.0,,00000010000000000100000001001000000,[0]
603,288,4.0,,00001100000000100010101111111010001,[0]
217,3552,2.0,,00000100000000000001100001010000010,[0]
489,7318,3.0,,00000010000000000100000001001000000,[0]
469,2324,3.0,,00000110000010010111100001111000011,[0]
260,3911,3.0,,00000100000000000001100001010000010,[0]
177,8965,3.0,,00001101011000001101101111111111111,[0]
42,858,5.0,,00000110000000000100100101001000001,[0]
469,552,2.0,,00001100000010000111100101111011111,[0]
477,2762,4.0,,00000010101000000100100001011110011,[0]
562,83134,4.0,,00000100100000000001100001011000011,[0]
140,609,3.0,,00001100000000000001101110101011101,[0]
288,2136,3.0,,00010101000001000011100101010000011,[0]
214,25,2.0,,00000010000010000110100001111000001,[0]
420,923,3.5,,00000010001000000100100001001110011,[0]
600,2162,3.5,,00001101000000000101101110101111111,[0]
599,3070,3.0,,00011101000001000011100101111011111,[0]
540,8874,4.5,,00000100100000000001100001011000011,[0]
495,344,4.5,,00000100000000000001100001010000010,[0]
220,377,3.5,,00001000000010100110101111111010001,[0]
307,3705,2.5,,00001100000010000111100101110010011,[0]
414,1080,5.0,,00000100000000000001100001010000010,[0]
292,130576,2.0,,00010011000001000110000101001000001,[0]
555,2642,3.0,,00011001000001000011100100111011101,[0]
287,3033,4.0,,00010101000001000011100101010000011,[0]
480,736,2.5,,00001000000010100111101111111011101,[0]
212,4027,3.5,,00001100000000000001100101111011111,[0]
305,8014,4.0,,00000010000000000100000001001000000,[0]
50,94677,2.0,,00000100000000000001100001010000010,[0]
483,33493,3.0,,00011001000001000011100100111011101,[0]
452,2533,5.0,,00011001000001000010000100110010001,[0]
305,4232,3.0,,00001100000000000011101111111011111,[0]
201,1259,4.0,,00001010000000000101100001101011101,[0]
525,34150,1.0,,00011001000001000011100100111011101,[0]
317,593,5.0,,00000100100000100000101111011000001,[0]
586,54001,4.5,,00001011011000001101100001101111111,[0]
426,50872,3.0,,00001110000000000101101111111010001,[0]
156,1213,4.0,,00000110000000000100100101001000001,[0]
125,159415,4.0,,00000110000010000111100001111000011,[0]
49,79091,4.0,,00001100000000000101101111111010011,[0]
497,858,4.0,,00000110000000000100100101001000001,[0]
570,49272,4.0,,00001000000000100011101110111011101,[0]
272,3147,4.5,,00000110000000000100100101001000001,[0]
580,589,4.0,,00011001000001000010000100110010001,[0]
116,480,4.0,,00011001000001100011101110111011101,[0]
555,3591,3.0,,00000110000000000101100001011000011,[0]
380,2334,2.0,,00001000000000100010101110111010001,[0]
608,5502,4.0,,00010001100001100010101110011000001,[0]
13,4011,5.0,,00000100000000100001101111011000011,[0]
509,72701,3.5,,00011101000001000111101111111011111,[0]
414,1059,4.0,,00000010000010000110100001111000001,[0]
568,480,3.0,,00011001000001100011101110111011101,[0]
546,2455,3.0,,00010011100001100110101111011000001,[0]
533,103688,5.0,,00000000100000100000101110011000001,[0]
274,30883,1.5,,00000101000000000101100001110110011,[0]
103,7367,3.5,,00000100000000000001100101011000011,[0]
381,1704,4.5,,00000010000010000110100001111000001,[0]
564,44193,3.0,,00000100000010000111100001110000011,[0]
64,198,3.0,,00011111001001100110101111111110011,[0]
414,53972,3.5,,00001100000000100011101111111011101,[0]
600,778,3.5,,00000110000000000101100101011000011,[0]
132,1345,3.0,,00000011100000100100101111111110011,[0]
587,590,5.0,,00001010000000010101100001101111101,[0]
160,3877,2.0,,00001001000000000111100100111111111,[0]
51,6786,3.0,,00000010000000000100000001001000000,[0]
217,2152,2.0,,00000100000000000001101111111000011,[0]
274,4344,3.5,,00001110000000000110100101111010001,[0]
265,2968,3.0,,00011101000001000111100101111111111,[0]
391,4334,5.0,,00000010000000000100000001001000000,[0]
368,3768,1.0,,00001000000000010110000100111010001,[0]
219,34405,4.0,,00011001000001000011100100111011101,[0]
572,1272,5.0,,00000010000000010100000001001000001,[0]
577,593,4.0,,00000100100000100000101111011000001,[0]
307,4002,2.5,,00000100000000000001100001010000010,[0]
7,480,5.0,,00011001000001100011101110111011101,[0]
367,3623,4.0,,00001000000000100011101110111011101,[0]
58,223,3.0,,00000100000000000001100001010000010,[0]
570,778,4.0,,00000110000000000101100101011000011,[0]
91,344,3.0,,00000100000000000001100001010000010,[0]
132,5225,3.0,,00000010000010000110100001111000001,[0]
334,2959,3.5,,00001110000000100110101111111010001,[0]
225,2248,4.0,,00000110000010000111100001111000011,[0]
226,8917,2.0,,00001100000000000111100101111011111,[0]
111,2571,0.5,,00011001000001100010101110111010001,[0]
410,3088,4.0,,00000101000000000101100001110110011,[0]
232,53322,3.5,,00000100000000100000101111001000001,[0]
432,81417,4.0,,00001000111000001000000000011000001,[0]
414,6574,1.0,,00011001000001100010101110111010001,[0]
474,3264,3.5,,00001100100000000011100101111010011,[0]
610,115727,5.0,,00001000000000000011100100111011101,[0]
359,2396,3.0,,00000110000010000111100001111000011,[0]
187,145,1.0,,00001110000000100111101111111010011,[0]
514,260,5.0,,00011001000001000011100100111011101,[0]
548,1621,4.5,,00000010000000000100000001001000000,[0]
517,80969,4.0,,00010011000011000110100101111000001,[0]
209,140956,3.5,,00011001000001100010101110111010001,[0]
386,165,2.0,,00001100000000100010101111111010001,[0]
359,1544,3.0,,00011001000001100011101110111011101,[0]
596,115617,4.0,,00001100000000000111100101110010011,[0]
1,2353,5.0,,00001000000000100010101110111010001,[0]
27,367,4.0,,00001101000000000111100101111110011,[0]
220,69526,3.0,,00011001011001001011100100111011101,[0]
123,2329,4.5,,00000110000000000100100101001000001,[0]
522,79008,4.5,,00001101000000000101100101110110011,[0]
318,56145,3.0,,00010001100001000010000100011000001,[0]
268,2324,2.0,,00000110000010010111100001111000011,[0]
385,282,3.0,,00000010000000000100000001001000000,[0]
478,33794,4.5,,00001100011000001010100101111010001,[0]
300,7361,5.0,,00010011000011000110100101111000001,[0]
140,1213,3.0,,00000110000000000100100101001000001,[0]
282,2375,5.0,,00000100000000000001100001010000010,[0]
603,345,3.0,,00000110000000000101100001011000011,[0]
125,168252,3.5,,00011001000001000010000100110010001,[0]
221,1321,4.0,,00000100100000100001101111011000011,[0]
294,2477,2.0,,00001000000000000001100000101011100,[0]
279,4886,3.0,,00001101000000000101101111111111111,[0]
122,7022,4.0,,00001010100000100110101111111010001,[0]
600,1348,2.5,,00000000100000000000000000011000000,[0]
80,6874,4.5,,00001100000000100010101111111010001,[0]
288,2456,1.0,,00010001100001000010000100011000001,[0]
564,71535,3.5,,00001100100000000011100101111010011,[0]
246,65261,5.0,,00001101000000000101101111111111111,[0]
460,3114,4.0,,00001101000000000101101111111111111,[0]
3,1263,0.5,,00000010000000010100000001001000001,[0]
201,2336,4.0,,00000010000000000100000001001000000,[0]
99,318,5.0,,00000110000000000100100101001000001,[0]
91,750,5.0,,00000100000000010101100001011000011,[0]
288,1290,2.0,,00000010000010000110100001111000001,[0]
608,2490,5.0,,00001000000000100010101110111010001,[0]
356,2797,4.0,,00000111000010000111100001111110011,[0]
288,4443,3.0,,00011001000001100010101110111010001,[0]
105,541,4.0,,00011001000001100010101110111010001,[0]
28,2716,1.5,,00011101000001000011100101110010011,[0]
288,2035,3.0,,00000100000000000001101111111000011,[0]
180,2959,4.5,,00001110000000100110101111111010001,[0]
448,3114,5.0,,00001101000000000101101111111111111,[0]
562,7340,4.0,,00000100000000000001100001010000010,[0]
